频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,匹配信息,匹配值,轮回相似度,输出顺序
湖南卫视,http://150.138.8.143/00/SNM/CHANNEL00000324/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/湖南卫视1.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
浙江卫视,http://150.138.8.143/00/SNM/CHANNEL00000305/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/浙江/浙江卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
江苏卫视,http://150.138.8.143/00/SNM/CHANNEL00000304/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/江苏/江苏卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
东方卫视,http://150.138.8.143/00/SNM/CHANNEL00000309/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/东方卫视1.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
北京卫视,http://150.138.8.143/00/SNM/CHANNEL00000302/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/北京卫视.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
安徽卫视,http://150.138.8.143/00/SNM/CHANNEL00000328/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/安徽/安徽卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
山东卫视,http://150.138.8.143/00/SNM/CHANNEL10000301/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
山东卫视,http://150.138.8.143/00/SNM/CHANNEL20000012/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
山东卫视,http://150.138.8.143/00/SNM/CHANNEL20000004/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山东/山东卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
天津卫视,http://150.138.8.143/00/SNM/CHANNEL00000327/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/天津/天津卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
辽宁卫视,http://150.138.8.143/00/SNM/CHANNEL00000326/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/辽宁/辽宁卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
深圳卫视,http://150.138.8.143/00/SNM/CHANNEL00000308/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/深圳卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
湖北卫视,http://150.138.8.143/00/SNM/CHANNEL00000325/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖北/湖北卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
广东卫视,http://150.138.8.143/00/SNM/CHANNEL00000307/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/广东卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
东南卫视,http://150.138.8.143/00/SNM/CHANNEL00000310/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/福建/东南卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
黑龙江卫视,http://150.138.8.143/00/SNM/CHANNEL00000306/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/黑龙江/黑龙江卫视1.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
重庆卫视,http://150.138.8.143/00/SNM/CHANNEL00000341/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/重庆/重庆卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
四川卫视,http://150.138.8.143/00/SNM/CHANNEL00000348/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/四川/四川卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
江西卫视,http://150.138.8.143/00/SNM/CHANNEL00000335/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/江西/江西卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
河南卫视,http://150.138.8.143/00/SNM/CHANNEL00000037/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/河南卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
河南卫视,http://150.138.8.143/00/SNM/CHANNEL00000358/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/河南卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
河北卫视,http://150.138.8.143/00/SNM/CHANNEL00000330/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河北/河北卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
贵州卫视,http://150.138.8.143/00/SNM/CHANNEL00000329/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/贵州/贵州卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
海南卫视,http://150.138.8.143/00/SNM/CHANNEL00000347/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/海南/海南卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
广西卫视,http://150.138.8.143/00/SNM/CHANNEL00000368/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广西/广西卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
广西卫视,http://150.138.8.143/00/SNM/CHANNEL00000038/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广西/广西卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
山西卫视,http://150.138.8.143/00/SNM/CHANNEL00000032/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/山西/山西卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
吉林卫视,http://150.138.8.143/00/SNM/CHANNEL00000363/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/吉林/吉林卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
吉林卫视,http://150.138.8.143/00/SNM/CHANNEL00000036/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/吉林/吉林卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
云南卫视,http://150.138.8.143/00/SNM/CHANNEL00000367/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/云南/云南卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
云南卫视,http://150.138.8.143/00/SNM/CHANNEL00000039/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/云南/云南卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
陕西卫视,http://150.138.8.143/00/SNM/CHANNEL00000029/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/陕西/陕西卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
内蒙古卫视,http://150.138.8.143/00/SNM/CHANNEL00000040/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/内蒙古/内蒙古卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
宁夏卫视,http://150.138.8.143/00/SNM/CHANNEL00000395/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/宁夏/宁夏卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
宁夏卫视,http://150.138.8.143/00/SNM/CHANNEL00000043/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/宁夏/宁夏卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
新疆卫视,http://150.138.8.143/00/SNM/CHANNEL00000393/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/新疆/新疆卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
新疆卫视,http://150.138.8.143/00/SNM/CHANNEL00000044/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/新疆/新疆卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
甘肃卫视,http://150.138.8.143/00/SNM/CHANNEL00000349/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/甘肃/甘肃卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
青海卫视,http://150.138.8.143/00/SNM/CHANNEL00000366/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/青海/青海卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
青海卫视,http://150.138.8.143/00/SNM/CHANNEL00000042/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/青海/青海卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
西藏卫视,http://150.138.8.143/00/SNM/CHANNEL00000392/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/西藏/西藏卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
西藏卫视,http://150.138.8.143/00/SNM/CHANNEL00000045/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/西藏/西藏卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
兵团卫视,http://150.138.8.143/00/SNM/CHANNEL00000394/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/新疆/兵团卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
兵团卫视,http://150.138.8.143/00/SNM/CHANNEL00000071/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/新疆/兵团卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
三沙卫视,http://150.138.8.143/00/SNM/CHANNEL00000078/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/海南/三沙卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
农林卫视,http://150.138.8.143/00/SNM/CHANNEL00000072/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/陕西/农林卫视2.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
厦门卫视,http://150.138.8.143/00/SNM/CHANNEL00000075/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/福建/厦门卫视3.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
延边卫视,http://150.138.8.143/00/SNM/CHANNEL00000668/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/吉林/延边卫视.png,,卫视频道,,,,,,精准匹配,100.0,无,未排序
金鹰卡通,http://150.138.8.143/00/SNM/CHANNEL00002027/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/金鹰卡通.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
金鹰卡通,http://150.138.8.143/00/SNM/CHANNEL00000047/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/金鹰卡通.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
卡酷少儿,http://150.138.8.143/00/SNM/CHANNEL00000661/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/卡酷少儿.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
卡酷少儿,http://150.138.8.143/00/SNM/CHANNEL00000048/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/卡酷少儿.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
CHC家庭影院,http://150.138.8.143/00/SNM/CHANNEL00002028/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC家庭电影.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
CHC动作电影,http://150.138.8.143/00/SNM/CHANNEL00002030/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC动作电影.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
CHC影迷电影,http://150.138.8.143/00/SNM/CHANNEL00002029/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/CHC影迷电影.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
精彩影视,http://150.138.8.143/00/SNM/CHANNEL00002012/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/华数/精彩影视.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
都市剧场,http://150.138.8.143/00/SNM/CHANNEL00002022/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/都市剧场.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
金鹰纪实,http://150.138.8.143/00/SNM/CHANNEL00000334/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/金鹰纪实.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
北京纪实科教,http://150.138.8.143/00/SNM/CHANNEL00000332/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/纪实科教.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
法治天地,http://150.138.8.143/00/SNM/CHANNEL00002010/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/法治天地3.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
中国教育-1,http://150.138.8.143/00/SNM/CHANNEL00000076/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV1.png,,待标准化,,,,,,未匹配,0.0,无,未排序
中国教育-2,http://150.138.8.143/00/SNM/CHANNEL00000077/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV2.png,,待标准化,,,,,,未匹配,0.0,无,未排序
中央新影 中学生,http://150.138.8.143/00/SNM/CHANNEL00000673/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CCTV/中央新影中学生.png,,央视新媒,,,,,,精准匹配,100.0,无,未排序
中国教育-4,http://150.138.8.143/00/SNM/CHANNEL00000666/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV4.png,,待标准化,,,,,,未匹配,0.0,无,未排序
中国教育-4,http://150.138.8.143/00/SNM/CHANNEL00000070/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/CETV/CETV4.png,,待标准化,,,,,,未匹配,0.0,无,未排序
求索纪录,http://150.138.8.143/00/SNM/CHANNEL00000667/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/浙江/求索纪录.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
游戏风云,http://150.138.8.143/00/SNM/CHANNEL00002024/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/游戏风云.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
生活时尚,http://150.138.8.143/00/SNM/CHANNEL00002019/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/生活时尚.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
动漫秀场,http://150.138.8.143/00/SNM/CHANNEL00002000/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/动漫秀场.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
东方财经,http://150.138.8.143/00/SNM/CHANNEL00002025/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/东方财经.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
财富天下,http://150.138.8.143/00/SNM/CHANNEL00000607/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/广东/财富天下.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
中国交通,http://150.138.8.143/00/SNM/CHANNEL00000073/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/公安部/中国交通3.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
中国交通,http://150.138.8.143/00/SNM/CHANNEL00004000/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/公安部/中国交通3.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
中国交通,http://150.138.8.143/00/SNM/CHANNEL10000073/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/公安部/中国交通3.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
乐游,http://150.138.8.143/00/SNM/CHANNEL00002016/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/上海/乐游.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
快乐垂钓,http://150.138.8.143/00/SNM/CHANNEL00000648/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/湖南/快乐垂钓.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
四海钓鱼,http://150.138.8.143/00/SNM/CHANNEL00000674/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/四海钓鱼.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
四海钓鱼,http://150.138.8.143/00/SNM/CHANNEL00000640/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/北京/四海钓鱼.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
文物宝库,http://150.138.8.143/00/SNM/CHANNEL00000658/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/文物宝库.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
梨园,http://150.138.8.143/00/SNM/CHANNEL00000656/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/梨园频道.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
武术世界,http://150.138.8.143/00/SNM/CHANNEL00000657/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/河南/武术世界.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
汽摩,http://150.138.8.143/00/SNM/CHANNEL00000711/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/重庆/汽摩.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
汽摩,http://150.138.8.143/00/SNM/CHANNEL10000711/index.m3u8,济南电信单播,https://raw.githubusercontent.com/sumingyd/IPTV-Scanner-Editor-Pro/main/logo/重庆/汽摩.png,,数字频道,,,,,,精准匹配,100.0,无,未排序
